Date,AirTemp,Tdew,Tground,RH,AP,u,Rad,Rad_MJm2d,Sunshine,PET,Precipitation,Discharge
07/05/201708:00,-7.767833333,-14.85833333,-3.2,56.8305,1028.679667,2.782666667,486.8033333,42.059808,1,0.07035237,0,NaN
07/05/201709:00,-7.541166667,-14.53133333,-3.26,57.2815,1028.802167,2.558333333,516.786,44.6503104,1,0.07035237,0,NaN
07/05/201710:00,-7.4425,-13.393,-3.3,62.41783333,1028.927167,3.877166667,533.4263333,46.0880352,0.6,0.07035237,0,NaN
07/05/201711:00,-7.248333333,-13.14166667,-3.31,62.771,1028.9165,3.7515,544.7853333,47.0694528,NaN,0.07035237,0,NaN
07/05/201712:00,-7.282333333,-12.915,-3.29,64.1355,1028.793833,4.438333333,505.7498333,43.6967856,NaN,0.07035237,0,NaN
07/05/201713:00,-6.954666667,-12.56533333,-3.26,64.26283333,1028.780333,4.158166667,487.8088333,42.1466832,0.2,0.07035237,0,NaN
07/05/201714:00,-6.951166667,-12.60483333,-3.22,64.103,1028.851167,4.266,422.2315,36.4808016,1,0.07035237,0,NaN
07/05/201715:00,-7.247166667,-13.29933333,-3.19,62.029,1028.727833,3.168333333,284.2265,24.5571696,1,0.07035237,0,NaN
07/05/201716:00,-7.475166667,-13.91783333,-3.15,59.98783333,1028.654833,3.282666667,206.086,17.8058304,0.4,0.07035237,0,NaN
07/05/201717:00,-7.616166667,-13.3855,-3.14,63.37133333,1028.802667,3.607666667,138.7068333,11.9842704,0.4,0.07035237,0,NaN
07/05/201718:00,-7.780333333,-13.66116667,-3.13,62.7725,1028.9065,3.7405,130.0408333,11.235528,0.4,0.07035237,0,NaN
07/05/201719:00,-8.040333333,-13.4625,-3.15,65.01316667,1028.9685,4.001833333,97.58683333,8.4315024,0.8,0.07035237,0,NaN
07/05/201720:00,-8.402166667,-13.4745,-3.19,66.87433333,1028.9635,4.269,50.16833333,4.334544,0.5,0.07035237,0,NaN
07/05/201721:00,-8.844,-13.547,-3.24,68.7755,1029.073833,5.618,26.14483333,2.2589136,NaN,0.07035237,0,NaN
07/05/201722:00,-8.973666667,-13.133,-3.31,71.82366667,1029.218833,7.349666667,24.07566667,2.0801376,NaN,0.07035237,0,NaN
07/05/201723:00,-9.309666667,-13.245,-3.39,73.07366667,1029.355667,7.460333333,21.97766667,1.8988704,NaN,0.07035237,0,NaN
08/05/201700:00,-9.583666667,-13.62433333,-3.49,72.43766667,1029.4375,7.506,25.09066667,2.1678336,NaN,0.064899095,0,NaN
08/05/201701:00,-9.852833333,-14.12816667,-3.6,71.01033333,1029.5855,5.913,78.39216667,6.7730832,NaN,0.064899095,0,NaN
08/05/201702:00,-10.03716667,-14.4195,-3.71,70.33333333,1029.613,4.6815,121.053,10.4589792,0.9,0.064899095,0,NaN
08/05/201703:00,-10.13233333,-14.594,-3.81,69.8415,1029.567167,5.463166667,176.2396667,15.2271072,1,0.064899095,0,NaN
08/05/201704:00,-9.768833333,-14.004,-3.92,71.23916667,1029.621667,5.472666667,232.3601667,20.0759184,1,0.064899095,0,NaN
08/05/201705:00,-9.643333333,-14.20033333,-4.02,69.4225,1029.709833,5.487666667,291.1343333,25.1540064,1,0.064899095,0,NaN
08/05/201706:00,-9.4395,-14.22616667,-4.11,68.13766667,1029.863667,5.685333333,369.7823333,31.9491936,1,0.064899095,0,NaN
08/05/201707:00,-9.332166667,-14.03433333,-4.19,68.68816667,1029.9505,6.072333333,439.2006667,37.9469376,1,0.064899095,0,NaN
08/05/201708:00,-9.135,-13.8285,-4.24,68.737,1030.097333,6.387166667,490.2425,42.356952,1,0.064899095,0,NaN
08/05/201709:00,-9.139666667,-13.43733333,-4.28,70.994,1030.229833,7.7865,524.1808333,45.289224,1,0.064899095,0,NaN
08/05/201710:00,-9.1115,-13.26616667,-4.29,71.81066667,1030.4585,7.173166667,458.6286667,39.6255168,0.2,0.064899095,0,NaN
08/05/201711:00,-9.002166667,-12.99566667,-4.28,72.78566667,1030.5125,6.4215,403.6986667,34.8795648,NaN,0.064899095,0,NaN
08/05/201712:00,-8.714833333,-12.89633333,-4.27,71.7995,1030.6575,5.442666667,449.8435,38.8664784,NaN,0.064899095,0,NaN
08/05/201713:00,-8.6265,-13.0015,-4.25,70.63766667,1030.642333,4.350166667,446.2045,38.5520688,0.1,0.064899095,0,NaN
08/05/201714:00,-8.594166667,-12.84566667,-4.22,71.4115,1030.690833,4.462,393.3655,33.9867792,1,0.064899095,0,NaN
08/05/201715:00,-8.684666667,-12.73583333,-4.2,72.53066667,1030.514667,4.767833333,328.8268333,28.4106384,1,0.064899095,0,NaN
08/05/201716:00,-8.779333333,-12.72,-4.17,73.18566667,1030.321,5.236666667,278.8978333,24.0967728,0.9,0.064899095,0,NaN
08/05/201717:00,-9.023666667,-12.91283333,-4.14,73.40266667,1030.191333,4.178666667,233.7185,20.1932784,1,0.064899095,0,NaN
08/05/201718:00,-9.420166667,-13.15116667,-4.13,74.2805,1030.120667,3.930333333,73.88066667,6.3832896,0.8,0.064899095,0,NaN
08/05/201719:00,-9.454166667,-13.05766667,-4.14,75.036,1030.008167,4.310666667,61.64783333,5.3263728,NaN,0.064899095,0,NaN
08/05/201720:00,-9.602166667,-12.72833333,-4.16,77.98083333,1029.982,4.1325,43.0075,3.715848,NaN,0.064899095,0,NaN
08/05/201721:00,-9.7425,-12.72633333,-4.2,78.8455,1029.825167,3.817333333,35.65783333,3.0808368,NaN,0.064899095,0,NaN
08/05/201722:00,-9.8435,-12.83,-4.27,78.82583333,1029.458167,3.897166667,32.67333333,2.822976,NaN,0.064899095,0,NaN
08/05/201723:00,-9.942666667,-12.95133333,-4.33,78.65466667,1029.2485,4.039666667,32.781,2.8322784,NaN,0.064899095,0,NaN
09/05/201700:00,-10.0805,-13.09633333,-4.38,78.614,1028.876333,4.495166667,38.484,3.3250176,NaN,0.067049522,0,NaN
09/05/201701:00,-10.117,-13.13433333,-4.46,78.55816667,1028.649667,4.291666667,45.05316667,3.8925936,NaN,0.067049522,0.066666667,NaN
09/05/201702:00,-9.966333333,-12.962,-4.49,78.7175,1028.363167,4.725666667,62.38666667,5.390208,NaN,0.067049522,0.066666667,NaN
09/05/201703:00,-9.757333333,-12.65016667,-4.54,79.412,1028.0355,5.7485,106.829,9.2300256,NaN,0.067049522,0.066666667,NaN
09/05/201704:00,-9.7365,-12.644,-4.58,79.33833333,1027.785667,4.941166667,123.46,10.666944,NaN,0.067049522,0.066666667,NaN
09/05/201705:00,-9.716333333,-12.606,-4.62,79.44266667,1027.715667,5.391666667,142.4686667,12.3092928,NaN,0.067049522,0.066666667,NaN
09/05/201706:00,-9.601166667,-12.81316667,-4.64,77.453,1027.690333,6.3025,189.169,16.3442016,NaN,0.067049522,0.066666667,NaN
09/05/201707:00,-9.361166667,-12.9925,-4.66,74.89716667,1027.6335,5.558166667,246.329,21.2828256,NaN,0.067049522,0,NaN
09/05/201708:00,-9.2285,-12.82216667,-4.67,75.17733333,1027.6145,6.173833333,292.2911667,25.2539568,NaN,0.067049522,0,NaN
09/05/201709:00,-9.247333333,-12.79583333,-4.67,75.41816667,1027.758667,5.892833333,295.5111667,25.5321648,NaN,0.067049522,0,NaN
09/05/201710:00,-9.284166667,-12.828,-4.66,75.42766667,1027.979667,6.715333333,341.9668333,29.5459344,NaN,0.067049522,0,NaN
09/05/201711:00,-9.2485,-13.15383333,-4.63,73.34183333,1028.1395,6.46,435.2843333,37.6085664,NaN,0.067049522,0,NaN
09/05/201712:00,-8.924833333,-14.023,-4.6,66.59866667,1028.385,5.2825,485.7581667,41.9695056,NaN,0.067049522,0,NaN
09/05/201713:00,-9.025833333,-14.08066667,-4.55,66.75916667,1028.5835,6.130666667,502.1936667,43.3895328,NaN,0.067049522,0,NaN
09/05/201714:00,-9.0075,-14.33233333,-4.49,65.367,1028.7875,5.862666667,456.7493333,39.4631424,1,0.067049522,0,NaN
09/05/201715:00,-9.329166667,-14.17,-4.44,67.91583333,1029.0785,6.519833333,407.9593333,35.2476864,1,0.067049522,0,NaN
09/05/201716:00,-9.579166667,-14.521,-4.38,67.28216667,1029.3165,6.389,329.191,28.4421024,1,0.067049522,0,NaN
09/05/201717:00,-9.698666667,-14.898,-4.34,65.8375,1029.664833,6.4955,260.1175,22.474152,1,0.067049522,0,NaN
09/05/201718:00,-9.953666667,-15.42783333,-4.32,64.346,1030.166667,5.757166667,197.2403333,17.0415648,1,0.067049522,0,NaN
09/05/201719:00,-10.2925,-15.89583333,-4.32,63.55566667,1030.608167,5.706,143.9988333,12.4414992,1,0.067049522,0,NaN
09/05/201720:00,-10.56016667,-16.07233333,-4.34,63.92516667,1031.000167,5.999333333,59.107,5.1068448,0.7,0.067049522,0,NaN
09/05/201721:00,-10.38266667,-16.0165,-4.39,63.37666667,1031.137333,6.545,32.63033333,2.8192608,NaN,0.067049522,0,NaN
09/05/201722:00,-10.219,-16.06833333,-4.46,62.2605,1031.330667,5.5675,26.46083333,2.286216,NaN,0.067049522,0,NaN
09/05/201723:00,-10.06433333,-16.01683333,-4.54,61.75716667,1031.540833,4.347,27.563,2.3814432,NaN,0.067049522,0,NaN
10/05/201700:00,-10.09733333,-16.096,-4.65,61.534,1031.7435,3.4495,31.32433333,2.7064224,NaN,0.080255209,0,NaN
10/05/201701:00,-9.930666667,-16.0885,-4.76,60.76266667,1031.713667,4.051666667,88.571,7.6525344,NaN,0.080255209,0,NaN
10/05/201702:00,-9.602,-16.07083333,-4.87,59.27183333,1031.497167,3.981333333,137.2041667,11.85444,0.8,0.080255209,0,NaN
10/05/201703:00,-9.778666667,-15.82183333,-4.97,61.465,1031.315667,2.9725,134.0183333,11.579184,1,0.080255209,0,NaN
10/05/201704:00,-9.742166667,-15.9225,-5.08,60.71833333,1031.017167,3.579666667,185.7445,16.0483248,0.8,0.080255209,0,NaN
10/05/201705:00,-9.762,-15.8475,-5.19,61.18516667,1030.779167,4.337666667,212.0171667,18.3182832,1,0.080255209,0,NaN
10/05/201706:00,-10.0025,-16.059,-5.27,61.26166667,1030.575833,5.739,192.8066667,16.658496,0.6,0.080255209,0,NaN
10/05/201707:00,-9.685333333,-16.25383333,-5.35,58.81933333,1030.670167,5.551333333,433.394,37.4452416,1,0.080255209,0,NaN
10/05/201708:00,-9.7355,-16.40733333,-5.41,58.27483333,1030.507667,6.211833333,432.4256667,37.3615776,0.9,0.080255209,0,NaN
10/05/201709:00,-9.862166667,-16.518,-5.47,58.32783333,1030.459167,6.450666667,479.4221667,41.4220752,0.8,0.080255209,0,NaN
10/05/201710:00,-9.67,-16.56033333,-5.49,57.242,1030.138333,6.875833333,596.0611667,51.4996848,0.2,0.080255209,0,NaN
10/05/201711:00,-9.839666667,-16.35316667,-5.48,58.94333333,1029.965333,6.731833333,397.4238333,34.3374192,NaN,0.080255209,0,NaN
10/05/201712:00,-9.886666667,-16.42883333,-5.46,58.88266667,1029.903833,6.586,381.2258333,32.937912,NaN,0.080255209,0,NaN
10/05/201713:00,-9.968666667,-15.86033333,-5.44,62.123,1029.824333,6.9115,332.343,28.7144352,NaN,0.080255209,0,NaN
10/05/201714:00,-9.8025,-15.09283333,-5.4,65.3345,1029.501167,7.230833333,215.1015,18.5847696,NaN,0.080255209,0,NaN
10/05/201715:00,-9.573,-14.70183333,-5.38,66.2155,1029.104833,6.977166667,167.7765,14.4958896,NaN,0.080255209,0,NaN
10/05/201716:00,-9.256333333,-14.58933333,-5.37,65.27533333,1028.658167,7.0095,157.3901667,13.5985104,NaN,0.080255209,0,NaN
10/05/201717:00,-9.075666667,-14.362,-5.37,65.523,1028.356833,6.763333333,117.8531667,10.1825136,NaN,0.080255209,0,NaN
10/05/201718:00,-9.101666667,-14.08633333,-5.38,67.14966667,1028.2095,6.216,72.7495,6.2855568,NaN,0.080255209,0,NaN
10/05/201719:00,-9.1375,-14.06,-5.39,67.50433333,1028.136833,5.7985,64.36766667,5.5613664,NaN,0.080255209,0,NaN
10/05/201720:00,-9.3165,-14.121,-5.42,68.09983333,1028.221333,5.253333333,65.42833333,5.653008,NaN,0.080255209,0,NaN
10/05/201721:00,-9.580166667,-14.5015,-5.44,67.4485,1028.099667,5.924666667,50.94733333,4.4018496,NaN,0.080255209,0,NaN
10/05/201722:00,-9.832166667,-15.3715,-5.48,64.03016667,1027.877167,5.159666667,41.117,3.5525088,NaN,0.080255209,0,NaN
10/05/201723:00,-10.05416667,-15.51333333,-5.51,64.34666667,1027.595,5.4745,36.5755,3.1601232,NaN,0.080255209,0,NaN
11/05/201700:00,-10.12866667,-15.251,-5.54,66.20083333,1027.404833,5.522833333,46.34766667,4.0044384,NaN,0.090148223,0,NaN
11/05/201701:00,-10.20716667,-15.649,-5.58,64.40566667,1027.0885,6.137833333,80.68333333,6.97104,NaN,0.090148223,0,NaN
11/05/201702:00,-10.10233333,-15.51066667,-5.62,64.55933333,1026.789667,5.7465,94.457,8.1610848,0.2,0.090148223,0,NaN
11/05/201703:00,-10.03,-14.4645,-5.67,70.0375,1026.453833,6.66,109.3361667,9.4466448,0.1,0.090148223,0,NaN
11/05/201704:00,-9.810333333,-14.40316667,-5.71,69.1315,1026.340833,7.323,134.9291667,11.65788,0.1,0.090148223,0,NaN
11/05/201705:00,-9.420666667,-13.99066667,-5.76,69.3845,1026.176667,7.454833333,202.0438333,17.4565872,NaN,0.090148223,0,NaN
11/05/201706:00,-9.118166667,-13.44933333,-5.8,70.77933333,1026.129167,7.522833333,323.522,27.9523008,0.5,0.090148223,0,NaN
11/05/201707:00,-8.690833333,-13.3265,-5.83,69.162,1026.278167,7.4315,484.6866667,41.876928,0.9,0.090148223,0,NaN
11/05/201708:00,-8.541333333,-13.45783333,-5.84,67.66666667,1026.4215,7.428166667,490.5548333,42.3839376,1,0.090148223,0,NaN
11/05/201709:00,-8.3485,-13.81083333,-5.82,64.76166667,1026.407833,7.335333333,547.3413333,47.2902912,1,0.090148223,0,NaN
11/05/201710:00,-8.108333333,-13.49116667,-5.79,65.208,1026.370833,7.954333333,563.3715,48.6752976,1,0.090148223,0,NaN
11/05/201711:00,-7.8195,-13.278,-5.73,64.91516667,1026.374,7.953166667,571.1316667,49.345776,1,0.090148223,0,NaN
11/05/201712:00,-7.613166667,-13.4075,-5.66,63.19016667,1026.479,7.030333333,577.4575,49.892328,1,0.090148223,0,NaN
11/05/201713:00,-7.478833333,-13.19566667,-5.57,63.61633333,1026.546167,6.288833333,549.5148333,47.4780816,1,0.090148223,0,NaN
11/05/201714:00,-7.614666667,-12.9145,-5.49,65.70266667,1026.534,6.189833333,428.778,37.0464192,1,0.090148223,0,NaN
11/05/201715:00,-7.8285,-12.616,-5.41,68.51216667,1026.629167,6.1505,354.3578333,30.6165168,0.9,0.090148223,0,NaN
11/05/201716:00,-7.840833333,-12.69533333,-5.33,68.13916667,1026.628667,6.190166667,389.1368333,33.6214224,0.6,0.090148223,0,NaN
11/05/201717:00,-8.062666667,-13.03766667,-5.27,67.47683333,1026.624,6.727333333,291.5576667,25.1905824,1,0.090148223,0,NaN
11/05/201718:00,-8.171666667,-13.09933333,-5.21,67.67216667,1026.576833,6.574166667,237.0638333,20.4823152,1,0.090148223,0,NaN
11/05/201719:00,-8.357333333,-13.10483333,-5.18,68.642,1026.628,6.546166667,167.7113333,14.4902592,1,0.090148223,0,NaN
11/05/201720:00,-8.662666667,-13.13883333,-5.15,70.07066667,1026.708667,6.085166667,76.54,6.613056,0.9,0.090148223,0,NaN
11/05/201721:00,-9.009,-13.43983333,-5.14,70.3,1026.886667,5.718,39.47233333,3.4104096,NaN,0.090148223,0,NaN
11/05/201722:00,-9.521,-14.16416667,-5.16,68.96816667,1027.007833,4.827,28.28583333,2.443896,NaN,0.090148223,0,NaN
11/05/201723:00,-9.609166667,-14.45066667,-5.2,67.81316667,1026.884333,4.397166667,27.70133333,2.3933952,NaN,0.090148223,0,NaN
12/05/201700:00,-10.05016667,-14.696,-5.25,68.836,1026.877,3.790333333,28.24666667,2.440512,NaN,0.072958278,0,NaN
12/05/201701:00,-9.762666667,-14.71716667,-5.32,67.16733333,1026.971833,4.025333333,109.3446667,9.4473792,NaN,0.072958278,0,NaN
12/05/201702:00,-9.393166667,-14.63283333,-5.41,65.683,1027.021167,4.73,153.0606667,13.2244416,1,0.072958278,0,NaN
12/05/201703:00,-9.334833333,-14.61133333,-5.5,65.49433333,1026.915333,4.767166667,192.759,16.6543776,1,0.072958278,0,NaN
12/05/201704:00,-9.167,-14.56983333,-5.59,64.87066667,1026.766,5.169333333,257.9635,22.2880464,1,0.072958278,0,NaN
12/05/201705:00,-9.131666667,-14.51816667,-5.67,64.9475,1026.794333,5.438333333,347.5893333,30.0317184,1,0.072958278,0,NaN
12/05/201706:00,-8.956333333,-14.42633333,-5.74,64.53333333,1026.863167,5.336666667,408.3253333,35.2793088,1,0.072958278,0,NaN
12/05/201707:00,-8.7735,-14.09366667,-5.8,65.374,1027.055667,5.591333333,460.0856667,39.7514016,1,0.072958278,0,NaN
12/05/201708:00,-8.556833333,-13.90016667,-5.83,65.33066667,1027.162833,5.829,515.2291667,44.5158,1,0.072958278,0,NaN
12/05/201709:00,-8.3575,-13.6495,-5.83,65.68866667,1027.3705,5.968166667,535.2251667,46.2434544,1,0.072958278,0,NaN
12/05/201710:00,-7.858,-13.57416667,-5.81,63.53966667,1027.529833,3.927,568.7808333,49.142664,1,0.072958278,0,NaN
12/05/201711:00,-7.572833333,-13.06866667,-5.77,64.776,1027.624167,4.118666667,563.1721667,48.6580752,1,0.072958278,0,NaN
12/05/201712:00,-7.441833333,-12.29066667,-5.71,68.26583333,1027.697167,5.668833333,549.9441667,47.515176,1,0.072958278,0,NaN
12/05/201713:00,-7.106666667,-12.45033333,-5.65,65.69516667,1027.714667,4.022333333,514.4373333,44.4473856,1,0.072958278,0,NaN
12/05/201714:00,-6.926833333,-12.71983333,-5.56,63.41866667,1027.780333,3.464333333,467.2441667,40.369896,1,0.072958278,0,NaN
12/05/201715:00,-6.8795,-12.69883333,-5.49,63.28066667,1027.598333,3.194166667,407.7451667,35.2291824,1,0.072958278,0,NaN
12/05/201716:00,-6.9025,-12.63983333,-5.42,63.67716667,1027.479333,2.819166667,333.2491667,28.792728,1,0.072958278,0,NaN
12/05/201717:00,-7.1815,-12.38966667,-5.36,66.41733333,1027.473167,3.320666667,265.1028333,22.9048848,1,0.072958278,0,NaN
12/05/201718:00,-7.223333333,-12.74783333,-5.31,64.688,1027.473833,2.694333333,208.9018333,18.0491184,1,0.072958278,0,NaN
12/05/201719:00,-7.652333333,-12.07816667,-5.28,70.57833333,1027.551333,3.449833333,155.5453333,13.4391168,1,0.072958278,0,NaN
12/05/201720:00,-7.939666667,-12.2135,-5.27,71.4205,1027.711167,3.286833333,72.44533333,6.2592768,0.7,0.072958278,0,NaN
12/05/201721:00,-8.264833333,-12.08833333,-5.28,73.964,1027.714833,3.620166667,37.163,3.2108832,NaN,0.072958278,0,NaN
12/05/201722:00,-8.866333333,-12.51066667,-5.31,74.9305,1027.610667,3.575,43.3905,3.7489392,NaN,0.072958278,0,NaN
12/05/201723:00,-8.864333333,-12.51466667,-5.36,74.86083333,1027.4845,4.356666667,47.542,4.1076288,NaN,0.072958278,0,NaN
13/05/201700:00,-8.634166667,-12.713,-5.42,72.467,1027.526333,3.8055,43.65916667,3.772152,NaN,0.065802281,0,NaN
13/05/201701:00,-8.9035,-13.5575,-5.54,69.0245,1027.463833,3.430166667,108.2603333,9.3536928,NaN,0.065802281,0,NaN
13/05/201702:00,-8.920166667,-13.62033333,-5.58,68.76083333,1027.4635,3.270833333,137.1586667,11.8505088,0.8,0.065802281,0,NaN
13/05/201703:00,-8.157166667,-13.653,-5.67,64.63233333,1027.456,2.670666667,207.7881667,17.9528976,1,0.065802281,0,NaN
13/05/201704:00,-7.842,-13.12866667,-5.75,65.79166667,1027.393167,2.903833333,255.3953333,22.0661568,1,0.065802281,0,NaN
13/05/201705:00,-6.601333333,-12.66133333,-5.82,62.23416667,1027.499,1.663333333,329.8956667,28.5029856,1,0.065802281,0,NaN
13/05/201706:00,-5.861833333,-12.11116667,-5.88,61.50283333,1027.600667,1.619333333,399.9463333,34.5553632,1,0.065802281,0,NaN
13/05/201707:00,-5.973333333,-11.72483333,-5.92,63.82183333,1027.863667,1.805833333,452.5225,39.097944,1,0.065802281,0,NaN
13/05/201708:00,-5.610666667,-11.144,-5.95,65.049,1028.070833,1.8695,511.0978333,44.1588528,1,0.065802281,0,NaN
13/05/201709:00,-5.5345,-10.142,-5.94,69.956,1028.283833,4.349166667,542.2703333,46.8521568,1,0.065802281,0,NaN
13/05/201710:00,-5.070166667,-9.982666667,-5.9,68.47083333,1028.449,4.5355,554.554,47.9134656,1,0.065802281,0,NaN
13/05/201711:00,-4.6195,-9.914333333,-5.84,66.49233333,1028.5865,4.292166667,560.4175,48.420072,1,0.065802281,0,NaN
13/05/201712:00,-4.237666667,-9.708333333,-5.75,65.63616667,1028.746833,3.849666667,546.3245,47.2024368,1,0.065802281,0,NaN
13/05/201713:00,-3.985833333,-9.274666667,-5.65,66.67733333,1028.844167,4.004,504.5075,43.589448,1,0.065802281,0,NaN
13/05/201714:00,-3.708833333,-9.3315,-5.55,65.06183333,1029.026667,2.524166667,460.0491667,39.748248,1,0.065802281,0,NaN
13/05/201715:00,-3.894833333,-9.012666667,-5.44,67.6335,1029.201167,3.141,378.1398333,32.6712816,1,0.065802281,0,NaN
13/05/201716:00,-3.676333333,-9.059833333,-5.33,66.24916667,1029.2585,2.076,332.0843333,28.6920864,1,0.065802281,0,NaN
13/05/201717:00,-2.885333333,-9.087166667,-5.24,62.52766667,1029.274667,1.055166667,239.7123333,20.7111456,1,0.065802281,0,NaN
13/05/201718:00,-3.620166667,-9.381166667,-5.15,64.43083333,1029.412667,1.0515,185.6075,16.036488,1,0.065802281,0,NaN
13/05/201719:00,-3.587833333,-9.379833333,-5.09,64.24183333,1029.618,0.732333333,173.436,14.9848704,1,0.065802281,0,NaN
13/05/201720:00,-4.733833333,-9.764833333,-5.05,67.95333333,1029.778167,1.596833333,88.14883333,7.6160592,0.9,0.065802281,0,NaN
13/05/201721:00,-5.561,-10.12583333,-5.03,70.26133333,1029.876667,1.561,38.40133333,3.3178752,NaN,0.065802281,0,NaN
13/05/201722:00,-6.3215,-10.24783333,-5.03,73.70516667,1029.850833,2.305833333,31.23583333,2.698776,NaN,0.065802281,0,NaN
13/05/201723:00,-6.664,-11.21683333,-5.06,70.16683333,1029.714,2.924,31.2865,2.7031536,NaN,0.065802281,0,NaN
14/05/201700:00,-6.911166667,-11.3605,-5.1,70.60916667,1029.788167,2.236333333,30.62916667,2.64636,NaN,0.06099405,0,NaN
14/05/201701:00,-6.508166667,-11.26783333,-5.17,68.95366667,1029.9385,2.487,111.5498333,9.6379056,NaN,0.06099405,0,NaN
14/05/201702:00,-6.080666667,-11.1185,-5.25,67.61133333,1029.976167,2.373666667,159.4748333,13.7786256,0.8,0.06099405,0,NaN
14/05/201703:00,-5.687,-11.32166667,-5.34,64.4885,1029.943833,1.9135,214.2826667,18.5140224,1,0.06099405,0,NaN
14/05/201704:00,-5.2775,-11.05733333,-5.42,63.87733333,1029.866833,2.2375,274.177,23.6888928,1,0.06099405,0,NaN
14/05/201705:00,-5.018833333,-10.896,-5.49,63.45183333,1029.760667,2.743833333,343.1453333,29.6477568,1,0.06099405,0,NaN
14/05/201706:00,-4.517666667,-10.79666667,-5.56,61.60116667,1029.792167,2.906166667,408.9043333,35.3293344,1,0.06099405,0,NaN
14/05/201707:00,-4.056833333,-9.3615,-5.59,66.541,1029.812833,2.9235,471.0585,40.6994544,1,0.06099405,0,NaN
14/05/201708:00,-3.3905,-9.657833333,-5.6,61.93766667,1029.783333,2.172,538.3118333,46.5101424,1,0.06099405,0,NaN
14/05/201709:00,-2.665333333,-8.328333333,-5.58,65.02566667,1029.756833,1.955,547.1178333,47.2709808,1,0.06099405,0,NaN
14/05/201710:00,-2.334,-7.7885,-5.53,66.23983333,1029.670833,1.410333333,476.442,41.1645888,0.9,0.06099405,0,NaN
14/05/201711:00,-1.707333333,-7.1605,-5.45,66.38683333,1029.2465,1.805166667,370.7028333,32.0287248,0.5,0.06099405,0,NaN
14/05/201712:00,-0.999166667,-6.9845,-5.35,63.877,1028.863333,1.436,413.7453333,35.7475968,NaN,0.06099405,0,NaN
14/05/201713:00,-0.483333333,-6.479166667,-5.24,63.91966667,1028.561833,0.8515,260.18,22.479552,0.4,0.06099405,0.15,NaN
14/05/201714:00,-0.797333333,-5.824,-5.13,68.763,1028.018167,1.668333333,254.1815,21.9612816,0.1,0.06099405,0.15,NaN
